,EventTemplate,Occurrences
81,"setSystemUiVisibility vis={number} mask={hex} oldVal={hex} newVal={hex} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",1
82,onNotificationClick called,2
83,"cancelNotification,index:{number}",23
84,"cancelNotification,cancelNotificationLocked,callingUid = {number},callingPid = {number}",2
85,"cancelNotificationLocked called,tell the app,reason = {number}",2
86,cancelNotificationLocked:{number}|{string}|{number}|{string}|{number},2
87,"cancelNotificationLocked,remove ={string}",2
88,applyOptionsLocked: Unknown animationType={number},2
89,"Taking screenshot from Surface with crop:[{Rect}], width:[{number}], height:[{number}], minLayer:[{number}], maxLayer:[{number}], inRotation:[{bool}], rot:[{number}]",4
90,removeNotification:{number}|{string}|{number}|{string}|{number},2
91,"updateNotificationShade: total={number}, active={number}",13
92,The change in focus caused us to need to do a layout begin,6
93,The change in focus caused us to need to do a layout end,6
94,setLightsOn({bool}),179
95,"setSystemUiVisibility vis={number} mask={number} oldVal={number} newVal={number} diff={number} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",181
96,removeNotificationChildren,12
97,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex} cmp={string} bnds=[{number},{number}][{number},{number}] }",2
98,"Skipping, withExcluded: {bool}, tr.intent:Intent { act={string} flg={hex} cmp={string} (has extras) }",10
99,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex} cmp={string} (has extras) }",15
100,"Skipping, withExcluded: {bool}, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",2
101,"Skipping, withExcluded: {bool}, tr.intent:Intent { act=android.intent.action.VIEW dat={string} typ={string} flg={hex} cmp={string} (has extras) }",6
102,"getRecentTasks: num={number},flags={number},totalTasks={number}",14
103,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},8
104,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg=0x{hex} cmp={string} bnds=[{number},{number}][{number},{number}] }",3
105,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex} cmp={component} (has extras) }",5
106,"cancelNotificationWithTag pid {number},uid = {number},tag = {string},pkg ={string},id ={number}",6
107,"cancelNotificationWithTag pid {number},uid ={number},tag ={string},pkg ={string},id ={number}",12
108,makeExpandedInvisible: mExpandedVisible={bool},4
109,closeQs,12
110,instantCollapse,7
111,disable: < {string} expand icons* alerts {string} back home recent clock navigationbar search quick_settings >,1
112,"cancelNotificationWithTag pid {number},uid ={number},tag = {string},pkg ={string},id ={number}",2
113,*** unregister callback for {string}@{hex},1
114,getTasks: caller {number} does not hold REAL_GET_TASKS; limiting output,5
115,Destroying surface Surface(name={string}) called by {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string},1
116,getTasks: caller {number} does not hold {string}; limiting output,32
117,isMusicActive...,7
118,"I'm sorry, but the log message provided is not delimited by backticks. Can you please provide the log message delimited by backticks so that I can assist you further?",1
119,"Start dump, calling from : pid={number}, uid={number}",1
120,setWiredDeviceConnectionState  type: {number}  state: {number},2
121,"acquire lock={number}, flags={hex}, tag=""{string}"", name=""{string}"", ws={null}, uid={number}, pid={number}",1
122,"ActivityManagerService,attachApplication,callingPid = {number}",4
123,isBluetoothA2dpOn...,1
124,isBluetoothScoOn...,1
125,getLastAudibleStreamVolume  treamType: {number},9
126,getRunningAppProcesses: caller {number} does not hold {string}; limiting output,19
127,getDevicesForStream  streamType: {number},2
128,cleanUpApplicationRecord -- {string} {number},5
129,"cleanUpApplicationRecordLocked, pid: {number}, restart: {bool}",6
130,"cleanUpApplicationRecordLocked, reset pid: {number}, euid: {number}",6
131,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested={bool},6
132,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount={number},6
133,"I'm sorry, but the log message provided is incomplete. In order to create a template, I would need the complete log message delimited by backticks. If you could provide the full log message, I would be happy to create the template for you.",1
134,setSpeakerphoneOn  on: {bool},1
135,setSpeakerphoneOn on:{bool},1
136,"sending alarm Alarm{aa90550 type {number} when {number} PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = {number},listenerTag ={string}",1
137,Received {string} alarm; rescheduling,3
138,scheduleTimeTickEvent triggerAtTime = {number},3
139,received broadcast {string},4
140,handleTimeUpdate,3
141,Destroying surface Surface(name={string}) called by {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number},19
142,setLightsOn:{bool},2
143,"I'm sorry, but the log message provided is not delimited by backticks and does not contain any variables to abstract. Can you please provide a log message that includes variables to abstract?",4
144,"sending alarm Alarm{19069ff type {number} when {number} PendingIntent{50303cc: PendingIntentRecord{e204f60 com.android.phone broadcastIntent}}},repeatInterval = {number},listenerTag ={null}",1
145,Killing {number}:{string}/{string} (adj {number}): empty for {number}s,1
146,cleanUpApplicationRecord -- {number},1
147,"sending alarm Alarm{c1705d3 type {number} when {number} PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = {number},listenerTag ={string}",1
148,remove(PendingIntent{e4e2534: PendingIntentRecord{e204f60 {packageName} {action}}}) changed bounds; rebatching,1
149,Unable to start service Intent { act={string} cmp={string} U={number}: {string},1
150,unregisterAudioFocusListener...,1
151,abandonAudioFocus,1
152,"[HSM] stayAwake {bool} uid: {number}, pid: {number}",1
153,Pid:{number} {string},1
154,Process {processName} (pid {processId}) has died,1
155,Scheduling restart of crashed service {service} in {number}ms,1
156,"new Process app=ProcessRecord{6eaaf00 0:{string}:qzone/u0a111}, name: {string}, euid: {number}",1
157,Start proc {number}:{string}:{string}/{string} for service {string}/{string},1
158,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex}, cmp={string} bnds=[{number},{number}][{number},{number}] }",1
159,"Skipping, withExcluded: {bool}, tr.intent:Intent { act={string} dat={string} flg={hex} cmp={string} }",1
160,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex} cmp={component} bnds=[{number},{number}][{number},{number}] }",4
161,"setSystemUiVisibility vis={hex} mask={hex} oldVal={hex} newVal={hex} diff={hex} fullscreenStackVis={number} dockedStackVis={number}, fullscreenStackBounds=Rect({number}, {number} - {number}, {number}), dockedStackBounds=Rect({number}, {number} - {number}, {number})",8
162,enqueueNotificationInternal: pkg={string} id={number} notification=Notification(pri={number} contentView={null|string} vibrate=[{number}] sound={null|string} tick defaults={hex} flags={hex} color={hex} vis={string},1
163,enqueueNotificationInternal: n.getKey = {number}|{string}|{number}|{string}|{number},1
164,getRingerMode...,3
165,addNotification key={number}|{string}|{number}|{string}|{number},2
166,mHeadsUpExistenceChangedRunnable,3
167,Marking notification as seen {number}|{string}|{number}|{string}|{number},1
168,onNotificationExpansionChanged called,2
169,START u0 {act={string} cat={string} flg={hex} cmp={string} bnds={string}} from uid {number} on display {number},1
170,"ActivityRecord info: ActivityInfo{f39182 {string}}, euid: {number}",1
171,"Skipping, withExcluded: {bool}, tr.intent:Intent { act={string} dat={string} flg={hex} cmp={string} (has extras) }",4
172,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},4
173,"Skipping, withExcluded: {bool}, tr.intent:Intent { act={string} flg={hex} cmp={string} }",1
174,"ACTIVITY check resid: {string}, size={number}",2
175,m{string},1
176,disable: < {string} >,2
177,logNotificationVisibilityChanges {string} {bool} {string},2
178,Destroying surface Surface(name={string}) called by {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number} {string}.{string}:{number},1
179,"setSystemUiVisibility vis={hex} mask={hex} oldVal={hex} newVal={hex} diff={hex} fullscreenStackVis={int} dockedStackVis={int}, fullscreenStackBounds=Rect({int}, {int} - {int}, {int}), dockedStackBounds=Rect({int}, {int} - {int}, {int})",1
180,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg=0x{hex} cmp={component} bnds=[{number},{number}][{number},{number}] }",3
181,"Skipping, withExcluded: {bool}, tr.intent:Intent { act=android.intent.action.MAIN flg={hex} cmp={component} (has extras) }",2
182,"Skipping, withExcluded: {bool}, tr.intent:Intent { act=android.intent.action.VIEW dat={string} typ={string} flg={string} cmp={string} (has extras) }",1
183,Destroying surface Surface(name={string}) called by {string},1
184,"START u0 {act={string} cat={string} flg={hex} cmp={string} bnds=[{number},{number}][{number},{number}]} from uid {number} on display {number}",1
185,"ActivityRecord info: ActivityInfo{71e60ba com.tencent.mobileqq.activity.SplashActivity}, euid: {number}",1
186,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex} cmp={component} }",1
187,getAllCellInfo is blocked by permission manager . callingPackage = {packageName},2
188,getCellLocation is blocked by permission manager uid:{number} pid:{number},1
189,getAllCellInfo is blocked by permission manager . callingPackage = {string},1
190,"sending alarm Alarm{d764221 type {number} when {number} PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = {number},listenerTag ={string}",1
191,The log message provided is not delimited by backticks. Please provide the log message delimited by backticks so that I can extract the template for you.,1
192,"setDataSource({number}, {number}, {number})",1
193,getStreamVolume  treamType: {number},1
194,"updateIsPoweredLocked: wasPowered={bool}, mIsPowered={bool}, oldPlugType={number}, mPlugType={number}, mBatteryLevel={number}",1
195,ACTION_BATTERY_CHANGED AMP: {number}; Volt: {number},1
196,updateChargingLocked: charging={bool},1
197,"onReceive, action:{string}",1
198,ACTION_BATTERY_CHANGED pluggedType: {number},1
199,ApStaDisabledState what={number},1
200,DefaultState what={number},1
201,battery changed pluggedType: {number},1
202,RefreshBatteryInfo isBatteryLow: {bool},2
203,ChargingSpeed  Wattage: {number} ST: {number} --> {number},1
204,handleBatteryUpdate,1
205,"Skipping, withExcluded: {bool}, tr.intent:Intent { act=android.intent.action.MAIN flg=0x{hex} cmp={string} (has extras) }",1
206,"Skipping, withExcluded: {bool}, tr.intent:Intent { flg={hex}, cmp={component} bnds=[{number},{number}][{number},{number}] }",1
207,enqueueNotificationInternal: pkg={string} id={number} notification=Notification(pri={number} contentView={null} vibrate={array} sound={null} tick defaults={hex} flags={hex} color={hex} category={string} vis={string}),1
208,enqueueNotificationInternal: n.getKey = {number}|{string}|{number}|{null}|{number},1
209,Marking notification as seen {number}|{string}|{number}|{null}|{number},1
210,"sending alarm Alarm{${number} type ${number} when ${number} PendingIntent{${string}: PendingIntentRecord{${string} ${string} ${string}}},repeatInterval = ${number},listenerTag =${string}",1
211,START u0 {flg={hex} cmp={component} (has extras)} from uid {number} on display {number},1
212,"ActivityRecord info: ActivityInfo{${string} ${string}}, euid: ${number}",1
213,startActivity called from {string}; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg={hex} cmp={string} (has extras) },1
214,getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI},2
