,EventTemplate,Occurrences
166,"
new Process app=ProcessRecord{6eaaf00 0:{packageName}/{userId}}, name: {packageName}, euid: {euid}
",1
167,Start proc {pid}:{processName}:{userId} for service {serviceName},1
168,"ActivityManagerService,attachApplication,callingPid = {pid}",3
169,query{Feature}Enabled...,7
170,"
Destroying surface Surface(name={name}) called by {caller} {method}
",2
171,cancelPeek: {boolean},4
172,"acquire lock={lock}, flags={flags}, tag=""{tag}"", name={name}, ws=WorkSource{{{ws}}}, uid={uid}, pid={pid}",1
173,"Skipping, withExcluded: {withExcluded}, tr.intent:Intent { flg={flg} cmp={component} bnds=[{bound1},{bound2}] }",2
174,"Skipping, withExcluded: {boolean}, tr.intent:Intent { act={string} flg={hex} cmp={string} (has extras) }",2
175,"Skipping, withExcluded: {withExcluded}, tr.intent:Intent { act=android.intent.action.VIEW dat={data} typ={type} flg={flags} cmp={component} (has extras) }",1
176,"Skipping, withExcluded: {withExcluded}, tr.intent:Intent { flg={flg} cmp={component} bnds=[{bound1},{bound2}][{bound3},{bound4}] }",1
177,"
Skipping, withExcluded: {excluded}, tr.intent:Intent { flg={flag} cmp={component} (has extras) }
",6
178,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/{activity}},1
179,Destroying surface Surface(name={app_name}/{activity_name}) called by {caller_method}:2060 {caller_method}.destroySurfaceLocked:913 {caller_method}.destroyOrSaveSurface:2201 {caller_method}.destroySurfaces:374 {caller_method}.notifyAppStopped:400 {caller_method}.notifyAppStopped:4869 {caller_method}.,1
180,"cancelNotificationWithTag pid {pid},uid = {uid},tag = {tag},pkg = {pkg},id ={id}",5
181,enqueueNotificationInternal: pkg={pkg} id={id} notification=Notification(pri={pri} contentView={contentView} vibrate={vibrate} sound={sound} tick defaults={defaults} flags={flags} color={color} vis={vis),1
182,"
enqueueNotificationInternal: n.getKey = {key}|{app}|{id}|{type}|{code}
",1
183,getRingerMode...,1
184,"updateLightsLocked,mInCall ={boolean},mScreenOn = {boolean},ledNotification ={boolean}",2
185,addNotification key={key}|{app_id}|{user_id}|{message_id}|{notification_id},1
186,{logName},4
187,Marking notification as seen {number}|{app_id}|{user_id}|{notification_id}|{timestamp},1
188,onNotificationExpansionChanged called,2
189,log{Action} runIn{Location} start,1
190,"START u0 {act={action} cat=[{category}] flg={flags} cmp={component} bnds=[{bound1},{bound2}][{bound3},{bound4}]} from uid {uid} on display {display}",1
191,"ActivityRecord info: ActivityInfo{f39182 {packageName}}, euid: {euid}",1
192,"acquire lock={lock}, flags={flags}, tag=""{tag}"", name={name}, ws={WorkSource}, uid={uid}, pid={pid}",2
193,"Skipping, withExcluded: {boolean}, tr.intent:Intent { act={string} dat={string} typ={string} flg={string} cmp={string} (has extras) }",2
194,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},4
195,"ACTIVITY check resid: {package}, size={size}",1
196,resume{action}Autohide,1
197,disable: < {feature1} {feature2} {feature3} {feature4} {feature5} {feature6} {feature7} {feature8} >,1
198,Destroying surface Surface(name={name}) called by {caller},1
199,"
playSoundEffect   effectType: {effectType}
",1
200,"ACTIVITY check resid: {package}, size={number}",1
201,"
Taking screenshot from Surface with crop:{crop}, width:{width}, height:{height}, minLayer:{minLayer}, maxLayer:{maxLayer}, inRotation:{inRotation}, rot:{rotation}
",1
202,"Skipping, withExcluded: {excluded}, tr.intent:Intent { flg={flag} cmp={component} bnds=[{x1},{y1}][{x2},{y2}] }",1
203,"Skipping, withExcluded: {withExcluded}, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:{phoneNumber} flg={flag} cmp=com.android.contacts/.ChooseSubActivity (has extras) }",2
204,"Skipping, withExcluded: {excluded}, tr.intent:Intent { act={action} dat={data} typ={type} flg={flags} cmp={component} (has extras) }",1
205,"
Skipping, withExcluded: {excluded}, tr.intent:Intent { flg={flag} cmp={component} bnds=[{bound1},{bound2}][{bound3},{bound4}] }
",2
206,Destroying surface Surface(name={surfaceName}) called by {caller}:2060 {caller}.destroySurfaceLocked:913 {caller}.destroyOrSaveSurface:2201 {caller}.destroySurfaces:374 {caller}.notifyAppStopped:400 {caller}.notifyAppStopped:4869 {caller},1
207,"
Destroying surface Surface(name={surfaceName}) called by {caller}
",1
208,get{Action}...,2
209,"START u0 {act={action} cat=[{category}] flg={flags} cmp={component} bnds=[{bound1},{bound2}]} from uid {uid} on display {display}",1
210,"ActivityRecord info: ActivityInfo{<activity_id> <activity_name>}, euid: <euid>",2
211,"
Skipping, withExcluded: {withExcluded}, tr.intent:Intent { act=android.intent.action.VIEW dat={data} typ={type} flg={flag} cmp={component} (has extras) }
",1
212,"
Skipping, withExcluded: {withExcluded}, tr.intent:Intent { flg={flg} cmp={cmp} bnds=[{bndsLeft},{bndsTop}][{bndsRight},{bndsBottom}] }
",1
213,"cancelNotification,cancelNotificationLocked,callingUid = {uid},callingPid = {pid}",1
214,"cancelNotification,index:{dynamic_variable}",1
215,getAllCellInfo is blocked by permission manager . callingPackage = {callingPackage},3
216,"
shouldBlockLocation  ret:{dynamic_variable}
",1
217,getCellLocation is blocked by permission manager uid:{uid} pid:{pid},1
218,"sending alarm Alarm{placeholder type placeholder when placeholder PendingIntent{placeholder: PendingIntentRecord{placeholder android broadcastIntent}}},repeatInterval = placeholder,listenerTag =placeholder",1
219,is{variable}On...,1
220,Destroying surface Surface(name={surfaceName}) called by {callerMethod}:{lineNumber} {callerMethod}:{lineNumber} {callerMethod}:{lineNumber} {callerMethod}:{lineNumber} {callerMethod}:{lineNumber} {callerMethod}:{lineNumber} {callerMethod}:{lineNumber},1
221,"
acquire lock={lock}, flags={flags}, tag=""{tag}"", name={name}, ws={ws}, uid={uid}, pid={pid}
",3
222,"setDataSource({var1}, {var2}, {var3})",1
223,getStreamVolume  treamType: {streamType},1
224,Destroying surface Surface(name={name}) called by {caller} {method},1
225,"updateIsPoweredLocked: wasPowered={boolean}, mIsPowered={boolean}, oldPlugType={number}, mPlugType={number}, mBatteryLevel={number}",1
226,ACTION_BATTERY_CHANGED AMP: {amp}; Volt: {volt},1
227,updateChargingLocked: charging={charging},1
228,"onReceive, action:{action}",1
229,ACTION_BATTERY_CHANGED pluggedType: {pluggedType},1
230,ApStaDisabledState what={placeholder},1
231,DefaultState what={dynamic_variable},1
232,battery changed pluggedType: {pluggedType},1
233,RefreshBatteryInfo isBatteryLow: {batteryLevel},2
234,"
ChargingSpeed  Wattage: {wattage} ST: {start_time} --> {end_time}
",1
235,handleBatteryUpdate,1
236,The change in {variable1} caused us to need to do a layout {variable2},1
237,"
Skipping, withExcluded: {excluded}, tr.intent:Intent { act={action} dat={data} typ={type} flg={flags} cmp={component} }
",1
238,"release:lock={lock}, flg={flg}, tag=""{tag}"", name=""{name}"", ws=WorkSource{{{ws}}}, uid={uid}, pid={pid}",1
239,enqueueNotificationInternal: pkg={pkg} id={id} notification=Notification(pri={pri} contentView={contentView} vibrate={vibrate} sound={sound} tick defaults={defaults} flags={flags} color={color} category={category} vis={vis},1
240,"
enqueueNotificationInternal: n.getKey = {key}|{app}|{code}|{type}|{id}
",1
241,addNotification key={key}|{app_package}|{notification_id}|{extra_info}|{user_id},1
242,Marking notification as seen {number}|{app_name}|{notification_id}|{user_id}|{timestamp},1
243,Destroying surface Surface(name={surfaceName}) called by {caller}:2060 {caller}:913 {caller}:2201 {caller}:374 {caller}:400 {caller}:4869 {caller}.,1
244,"sending alarm Alarm{<id> type <type> when <timestamp> PendingIntent{<pendingIntentId>: PendingIntentRecord{<recordId> <packageName> <intentType>}}},repeatInterval = <repeatInterval>,listenerTag =<listenerTag>",1
245,START u0 {flg} cmp={component} (has extras) from uid {uid} on display {display},1
246,makeExpandedInvisible: mExpandedVisible={mExpandedVisible},1
247,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg={flag} cmp={component} (has extras) },1
248,disable: < {feature1} icons* {feature2} {feature3} {feature4} {feature5} {feature6} {feature7} {feature8} >,1
249,{functionName} called,1
250,getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/{activity}},1
251,getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI},1
