,EventTemplate,Occurrences
134,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",1
135,"Static log template: Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",1
136,"Kernel detected <*> exceptions (<*>) iar <*>, dear <*>",1
137,"Kernel detected <*> (<*>) iar <*>, dear <*>",1
138,"Static log template: Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*>",1
139,<*> <*> EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,1
140,ciod: pollControlDescriptors: Detected the <*>.,1
141,"ciod: Error loading <*>: program image too big, <*> > <*>",1
142,fpr29=<*> <*> <*> <*>,1
143,Machine State Register: <*>,1
