,EventTemplate,Occurrences
135,dbcr0=<*> dbsr=<*> ccr0=<*>,1
136,r24=<*> r25=<*> r26=<*> r27=<*>,1
137,"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid <*>, found <*>",1
138,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,1
139,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",1
140,minus normalized number..................<*>,1
141,fraction rounded.........................<*>,1
142,"critical input interrupt (unit=<*> bit=<*>): warning for tree <*> wire, suppressing further interrupts of same type",1
143,size of scratchpad portion of L3.........<*> (<*>),1
144,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",1
145,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,1
146,ciod: pollControlDescriptors: Detected the debugger <*>.,1
147,"ciod: Error loading <*>: program image too big, <*> > <*>",1
148,fpr29=0xffffffff ffffffff ffffffff <*>,1
149,Machine State Register: <*>,1
