,EventTemplate,Occurrences
130,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to {ip}:{port}: Link has been severed,9
131,rts: kernel terminated for reason {code},6
132,ciod: generated {number} core files for program {program_path},2
133,ciod: generated {num_files} core files for program {program_path},1
134,ciod: generated {num} core files for program {program},8
135,ciod: generated {num_cores} core files for program {program_path},3
136,ciod: generated {num} core files for program {path},11
137,iar {address} dear {address},80
138,iar {iar} dear {dear},47
139,2201500 double-hummer alignment {exceptions},1
140,1547520 double-hummer alignment {exceptions},1
141,iar {code} dear {code},81
142,773760 double-hummer alignment {exceptions},1
143,1524480 double-hummer alignment {exceptions},1
144,1524480 {exception_type} alignment exceptions,1
145,147337410 double-hummer alignment {exceptions},1
146,23768676 double-hummer alignment {exceptions},1
147,47332148 {exception_type} alignment exceptions,1
148,39190074 double-hummer alignment {exceptions},1
149,36833864 double-hummer alignment {exceptions},1
150,38029258 {exception_type} alignment exceptions,1
151,27901852 {exception_type} alignment exceptions,1
152,41097026 {alignment} alignment exceptions,1
153,54600944 double-hummer alignment {exceptions},1
154,"NFS Mount failed on {hostname}, slept {seconds} seconds, retrying ({retry_count})",1
155,"NFS Mount failed on {server}, slept {time} seconds, retrying ({attempt})",1
156,"3 ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",1
157,Lustre mount FAILED : {server} : point {path},9
158,"4 ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",3
159,"Node card VPD check: U11 node in processor card slot {slot} do not match. VPD ecid {ecid}, found {found_ecid}",2
160,1 torus receiver x+ input pipe error(s) (dcr {error_code}) detected and corrected,1
161,ciod: pollControlDescriptors: Detected the debugger died.,2
162,"ciod: In packet from node {node_id} ({location}), message code {code} is not {expected_code} or {unexpected_code} (softheader={header})",1
163,1 torus receiver y+ input pipe error(s) (dcr {error_code}) detected and corrected,1
164,suppressing further interrupts of same type,1
165,Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip={ip} v={version} t={type} status={status} Sat Sep 17 07:49:04 PDT 2005,1
166,ciod: LOGIN chdir({directory}) failed: No such file or directory,7
167,idoproxydb hit ASSERT condition: ASSERT expression={expression} Source file={sourcefile} Source line={sourceline} Function={function},6
168,"Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid {ecid}, found {found_ecid}",1
169,"ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory",1
170,"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory",3
171,"ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory",1
172,rts: bad message header: expecting type {type} instead of type {type} (softheader={header} PSR0={psr0} PSR1={psr1} PRXF={prxf} PIXF={pixf},1
173,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory",1
174,"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory",1
175,ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/{program},1
176,critical input interrupt (unit={unit} bit={bit}): warning for torus {direction} wire,1
177,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, {reason}",1
178,ciod: generated {number} core files for program {path},2
179,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/VNM/64K/vnm.rts: invalid or missing program image, {reason}",1
180,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/vnm.rts: invalid or missing program image, {reason}",3
181,"ciod: Error loading /bgl/apps/followup/SPASM/spasm.{code}: invalid or missing program image, Permission denied",2
182,"ciod: Error loading /bgl/apps/followup/MINIBEN/MB_254_051007/torus-latency.rts: invalid or missing program image, No such file or directory",1
183,suppressing further interrupts of same {type},1
184,4 tree receiver {number} in re-synch state event(s) (dcr {code}) detected,1
185,data cache search parity error detected. attempting to correct,6
186,{action} complete,1
187,ciod: Error loading /bgl/apps/followup/RAPTOR/{file}: {error},1
188,ciod: Error loading {program_name}: {error_message},1
189,critical input interrupt (unit={unit} bit={bit}): warning for torus {direction}- wire,1
190,16 tree receiver {number} in re-synch state event(s) (dcr {code}) detected,1
191,"Error receiving packet on tree network, expecting type {expectedType} instead of type {receivedType} (softheader={headerData}) PSR0={psr0Value} PSR1={psr1Value} PRXF={prxfValue} PIXF={pixfValue}",4
192,"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/COP/64K/hpcc-1.0.0.102905_opt_essl_cpm: invalid or missing program image, {reason}",1
193,"ciod: Error loading {file_path}: invalid or missing program image, {error}",4
194,"ciod: Error loading /{path}/src/ddcMD/ddcMD{version}/bin/ddcMDGbglV: invalid or missing program image, No such file or directory",2
195,640764 floating point alignment exceptions,1
196,"2 ddr errors(s) detected and corrected on rank {rank}, symbol {symbol}, bit {bit}",2
197,ciod: Error loading {file_path}: {error_message},2
198,5 torus receiver z+ input pipe error(s) (dcr {code}) detected and corrected,1
199,3 L3 EDRAM error(s) (dcr {address}) detected and corrected,1
200,488205 floating point alignment exceptions,1
201,"critical input interrupt (unit={unit} bit={bit}): warning for torus {direction} wire, suppressing further interrupts of same type",2
202,ciod: generated 64 core files for program {program},2
203,"Node card VPD check: U11 node in processor card slot J10 do not match. VPD ecid {ecid}, found {found}",1
204,"Error receiving packet on tree network, expecting type {expectedType} instead of type {receivedType} (softheader={softHeader}) PSR0={PSR0} PSR1={PSR1} PRXF={PRXF} PIXF={PIXF}",1
205,"ciod: Error loading /bgl/apps/followup/SPaSM_static/{program}.460-1115: {error}, {reason}",1
206,18507114 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over {time} seconds,1
207,26741629 torus sender z- retransmission error(s) (dcr {error_code}) detected and corrected over {time} seconds,1
208,"ciod: Received signal {signal}, code={code}, errno={errno}, address={address}",14
209,"ciod: Received signal 15, code={code}, errno={errno}, address={address}",2
210,Lustre mount FAILED : {server} : {resource} : {location},1
211,MACHINE CHECK DCR read timeout (mc={error_code} iar {instruction_address} lr {link_register}),5
212,MACHINE CHECK DCR read timeout (mc=e08x iar 0x{address} lr 0x{address}),2
213,"ciod: Error reading message prefix on CioStream socket to {ip}:{port}, Connection timed out",2
214,"ciod: Error reading message prefix on CioStream socket to {ip}:{port}, Connection reset by peer",4
215,dbcr0=0x{value} dbsr=0x{value} ccr0=0x{value},1
216,"ciod: Error reading message prefix on CioStream socket to {ip}:{port}, Link has been severed",8
217,r24={value} r25={value} r26={value} r27={value},1
218,13 tree receiver {receiver} in re-synch state event(s) (dcr {dcr}) detected over {seconds} seconds,1
219,"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid {ecid}, found {found}",1
220,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable {error_type}.,50
221,0 microseconds spent in the rbs signal handler during {calls} calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,1
222,"10722 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
223,"10740 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",3
224,"10744 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",3
225,"10700 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
226,"10732 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
227,"10655 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
228,"10650 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
229,"10686 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
230,"10674 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
231,"10722 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",6
232,"10730 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
233,"10686 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
234,"10692 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
235,"10660 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
236,"10752 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",3
237,"10676 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",4
238,"10728 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
239,"10712 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
240,"10718 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",2
241,"10644 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
242,"10738 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",3
243,"10646 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
244,"10710 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
245,"10706 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
246,"10765 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
247,"10698 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",3
248,"10684 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
249,"10652 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
250,"1966 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",1
251,"10714 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
252,"10666 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
253,"10663 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
254,"10766 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
255,"10680 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
256,"10684 total interrupts. {critical_input_interrupts} critical input interrupts. {total_microseconds} microseconds total spent on critical input interrupts, {max_microseconds} microseconds max time in a critical input interrupt.",2
257,"10616 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
258,"10754 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
259,"10668 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
260,"10708 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
261,"10640 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
262,"10636 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
263,"10664 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
264,"10730 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
265,"10736 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",1
266,"720 total interrupts. {critical_count} critical input interrupts. {total_time} microseconds total spent on critical input interrupts, {max_time} microseconds max time in a critical input interrupt.",2
267,"1 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",2
268,"PrepareForService shutting down Node card(mLctn({mLctn}), mCardSernum({mCardSernum}), mLp({mLp}), mIp({mIp}), mType({mType})) as part of Service Action {action}",1
269,"Kernel detected {exceptions} integer alignment exceptions ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address} ({iar}) iar {address}, dear {address}",4
270,1 tree receiver 1 in re-synch state event(s) (dcr {code}) detected over {time} seconds,1
271,"159 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",1
272,total of {count} ddr error(s) detected and corrected over {time} seconds,4
273,minus normalized number..................{value},1
274,Lustre mount FAILED : {server} : {block_id} : {location},1
275,fraction rounded.........................{value},1
276,"critical input interrupt (unit={unit} bit={bit}): warning for tree {tree} wire, suppressing further interrupts of same type",1
277,size of scratchpad portion of L3.........{size} ({unit}),1
278,"Kernel detected {exceptions} integer alignment exceptions ({exception_count}) iar {iar_address}, dear {dear_address}",2
279,"Kernel detected {num} integer alignment exceptions ({num}) iar {hex1}, dear {hex2} ({num}) iar {hex3}, dear {hex4} ({num}) iar {hex5}, dear {hex6} ({num}) iar {hex7}, dear {hex8} ({num}) iar {hex9}, dear {hex10} ({num}) iar {hex11}, dear {hex12} ({num}) iar {hex13}, dear {hex14} ({num}) iar {hex15}, dear {hex16}",1
280,"Kernel detected {exceptions} integer alignment exceptions ({iar}) iar {address}, dear {address}",1
281,"Kernel detected {num1} integer alignment exceptions ({num2}) iar {hex1}, dear {hex2} ({num3}) iar {hex3}, dear {hex4} ({num4}) iar {hex5}, dear {hex6} ({num5}) iar {hex7}, dear {hex8} ({num6}) iar {hex9}, dear {hex10} ({num7}) iar {hex11}, dear {hex12} ({num8}) iar {hex13}, dear {hex14}",1
282,"ciod: Error loading /g/g90/glosli/src/ddcMD/ddcMD1.1.17/bin/ddcMDbglV: invalid or missing program image, No such file or directory",1
283,ciod: Error loading /p/gb1/stella/SPPM/1322/{program_image}: {error_message},1
284,ciod: Error loading /p/gb1/stella/UMT2K/1325/{program_image}: {error_message},1
285,ciod: Error loading /p/gb1/stella/UMT2K/1369/umt2k_DD: {error},1
286,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1498./hpl_DD: invalid or missing program image, No such file or directory",1
287,"28 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",1
288,"2 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",2
289,"5 ddr error(s) detected and corrected on rank {rank}, symbol {symbol} over {time} seconds",1
290,2 L3 EDRAM error(s) (dcr {address}) detected and corrected over {time} seconds,1
291,ciod: pollControlDescriptors: Detected the debugger {status}.,1
292,"ciod: Error loading {file_path}: program image too big, {image_size} > {max_size}",1
293,fpr29=0xffffffff ffffffff ffffffff {value},1
294,Machine State Register: {state},1
