,EventTemplate,Occurrences
93,"{ip} ""{method} {version}/v2/{id}/servers/{server_id} {protocol}"" status: {status} len: {length} time: {response_time}",1
94,"{ip} ""{method} {version}/v2/{id}/servers/{server_id} HTTP/1.1"" status: {status} len: {length} time: {duration}",1
95,"{ip_address} ""{http_method} {url} {protocol}"" status: {status_code} len: {length} time: {response_time}",3
96,"{ip_address} ""{http_method} {path} {protocol}"" status: {status_code} len: {content_length} time: {response_time}""",1
97,[instance: {instance_id}] During sync_power_state the instance has a pending task ({task}). Skip.,1
98,Creating event network-vif-plugged:{event_id} for instance {instance_id},2
99,"While synchronizing instance power states, found {database_count} instances in the database and {hypervisor_count} instances on the hypervisor.",1
100,{instance} Instance spawned successfully.,2
101,"`{ip}, {ip} ""GET {url} HTTP/1.1"" status: {status} len: {length} time: {time}""",2
102,"{ip_address} ""{http_method} {url} {protocol}"" status: {status_code} len: {content_length} time: {response_time}",1
103,"{ip} ""{method} {version}/servers/{server_id} HTTP/1.1"" status: {status} len: {length} time: {response_time}",1
104,"10.11.10.1 ""{method} {url} HTTP/1.1"" status: {status} len: {length} time: {time}",1
105,"{ip} ""{method} {version}/{uuid}/servers/{id} {protocol}"" status: {status} len: {length} time: {duration}",1
106,"{ip}, {ip} ""GET {path} HTTP/1.1"" status: {status} len: {length} time: {time}",2
107," [instance: {instance}] disk limit not specified, defaulting to unlimited",1
108, [instance: {instance}] During sync_power_state the instance has a pending task ({task}). Skip.,1
109, [instance: {instance}] VM Resumed (Lifecycle Event),5
110,instance: {instance} During sync_power_state the instance has a pending task ({task}). Skip.,1
111,"{ip},{ip} ""GET {url} HTTP/1.1"" status: {status} len: {length} time: {time}",2
112,{instance} Instance destroyed successfully.,1
113,"[instance: {instance}] disk limit not specified, defaulting to {limit}",1
114,{event} VM Stopped (Lifecycle Event),1
115,"{ip_address} ""{http_method} {url} {http_version}"" status: {status_code} len: {response_length} time: {response_time}",1
116,Creating event {network}: {instance} for instance {instance},1
117,"10.11.10.1 ""DELETE /v2/{version}/servers/{server_id} HTTP/1.1"" status: {status_code} len: {length} time: {response_time}",1
