,EventTemplate,Occurrences
101,"printFreezingDisplayLogsopening app wtoken = AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 <*>/.<*> t761}}}, allDrawn= <*>, startingDisplayed = <*>, startingMoved = <*>, isRelaunching = <*>",1
102,visible is <*> gt <*>,1
103,visible is <*>,1
104,Destroying surface Surface(name=<*>) called by <*> <bottom of call stack> <bottom of call,1
105,"release:lock=<*>, flg=<*>, tag=""<*>"", name=""<*>"", ws=<*>, uid=<*>, pid=<*>",1
106,"<*> change is complete, call <*>",1
107,Screen frozen for <*> due to <*>,1
108,<*> begin,1
109,<*> <*>,1
110,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 <*> <*> <*>}}) changed bounds; rebatching,1
111,Skipping AppWindowToken{9f4ef63 token=Token{a64f992 ActivityRecord{de9231d u0 com.tencent.qt.qtl/.activity.info.NewsDetailXmlActivity t761}}} -- going to hide,1
112,Bad activity token: <*>,1
113,<*>: <*> cannot be cast to <*>,1
114,Skipping AppWindowToken{9f4ef63 token=<*> -- going to hide,1
115,onTrackingStopped: <*>,1
116,Sending <*> broadcast <*> from <*>,1
117,<*> <*> is <*> or empty,1
118,*** register callback for <*>@<*>,1
119,[PhoneIntfMgr] getDataEnabled: subId=<*> phoneId=<*>,1
120,[PhoneIntfMgr] getDataEnabled: subId=<*> retVal=<*>,1
121,START u0 {act=<activity> flg=<flags> cmp=<component>} from uid <uid> on display <display>,1
122,"<*> called,tell the app,reason = <*>",1
123,Sending non-protected broadcast <*> from system <*> pkg <*>,1
124,"Skipping, withExcluded: <*>, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:<*> flg=<*> cmp=com.android.contacts/.ChooseSubActivity (has extras) }",1
125,"Start dump, calling from : pid=<*>, uid=<*>",1
126,setSpeakerphoneOn on: <*>,1
127,setSpeakerphoneOn on:<*>,1
128,Killing <*>/<*> (adj <*>): empty for <*>,1
129,<*> mWifiDisplayScanRequestCount=<*>,1
130,"sending alarm Alarm{$<*> type $<*> when $<*> PendingIntent{$<*>: PendingIntentRecord{$<*> android broadcastIntent}}},repeatInterval = $<*>,listenerTag = $<*>",1
131,remove(PendingIntent{<placeholder1>: PendingIntentRecord{<placeholder2> <placeholder3> <placeholder4>}}) changed bounds; rebatching,1
132,Unable to start service Intent { act=<*> cmp=<*> U=<*>: not found,1
133,getNeighboringCellInfo calling app is <*>,1
134,"[HSM] stayAwake <*> uid: <*>, pid: <*>",1
135,Pid:<*> <*> destructor,1
136,Process <*> (pid <*>) has died,1
137,Scheduling restart of crashed service <*>/<*> in <*>,1
138,"new Process app=ProcessRecord{$<*> <*>:$<*>:$<*>/$<*>}, name: $<*>:$<*>, euid: $<*>",1
139,Start proc <*> for service <*>,1
140,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=<*> sound=<*> tick defaults=<*> flags=<*> color=<*> vis=<*>),1
141,"ActivityRecord info: ActivityInfo{<packageName> <activityName>}, euid: <euid>",1
142,Destroying surface Surface(name=<*>) called by <*> com.android.server.wm.WindowStateAnimator.destroySurface:<*> com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:<*> com.android.server.wm.WindowState.destroyOrSaveSurface:<*> com.android.server.wm.AppWindowToken.destroySurfaces:<*> com.android.server.wm.WindowStateAnimator.finishExit:<*> com.android.server.wm.WindowStateAnimator.stepAnimationLocked:<*> com.android.server.wm.WindowAnimator.updateWindowsLocked:<*> com.and,1
143,"<*> called, tell the <*>, reason = <*>",1
144,<*> is blocked by permission manager. callingPackage = <*>,1
145,<*> is blocked by permission manager uid:<*> pid:<*>,1
146,"setDataSource(<*>, <*>, <*>)",1
147,getStreamVolume treamType: <*>,1
148,"updateIsPoweredLocked: wasPowered=<*>, mIsPowered=<*>, oldPlugType=<*>, mPlugType=<*>, mBatteryLevel=<*>",1
149,ACTION_BATTERY_CHANGED AMP: <*>; Volt: <*>,1
150,updateChargingLocked: charging=<*>,1
151,"onReceive, action:<*>",1
152,ACTION_BATTERY_CHANGED pluggedType: <*>,1
153,ApStaDisabledState what=<*>,1
154,DefaultState what=<*>,1
155,battery changed pluggedType: <*>,1
156,ChargingSpeed Wattage: <*> ST: <*> --> <*>,1
157,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=<*> vibrate=<*> sound=<*> tick defaults=<*> flags=<*> color=<*> category=<*> vis=<*>),1
158,START u0 {flg=<flg> cmp=<component>} from uid <uid> on display <display>,1
159,"ActivityRecord info: ActivityInfo{<activity_info>}, euid: <euid>",1
160,startActivity called from <*>; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=<*> cmp=<*> (has extras) },1
