,EventTemplate,Occurrences
126,Transparent bridge - [device],1
127,PCI: Using IRQ router PIIX/ICH [8086/2410] at <*>:1f.<*>,1
128,apm: BIOS version <*> Flags <*> (Driver version <*>),1
129,audit: initializing netlink socket (disabled),1
130,kernel.core_uses_pid = <*>,1
131,HCI daemon ver <*> started,1
132,audit(timestamp:sequence_number): message_text,1
133,Setting network parameters: <*>,1
134,"Total HugeTLB memory allocated, <*>",1
135,Bringing up loopback interface: <*>,1
136,VFS: Disk quotas <*>,1
137,"Dquot-cache hash table entries: <entries> (order <order>, <bytes> bytes)",1
138,SELinux: Registering netfilter hooks,1
139,<*>,1
140,pci_hotplug: PCI Hot Plug PCI Core version: <*>,1
141,isapnp: Scanning for PnP cards...,1
142,isapnp: No Plug & Play device found,1
143,Real Time Clock Driver <*>,1
144,Linux agpgart interface v0.<*> (c) Dave Jones,1
