,EventTemplate,Occurrences
86,START u0 {act=%act% flg=%flg% cmp=%cmp% (has extras)} from uid %uid% on display %display%,1
87,"ActivityRecord info: ActivityInfo{packageName activityName}, euid: userId",1
88,"setSystemUiVisibility vis=%vis% mask=%mask% oldVal=%oldVal% newVal=%newVal% diff=%diff% fullscreenStackVis=%fullscreenStackVis% dockedStackVis=%dockedStackVis%, fullscreenStackBounds=%fullscreenStackBounds% dockedStackBounds=%dockedStackBounds%",1
89,onNotificationClick called,1
90,"cancelNotification,index:{index}",23
91,"cancelNotification,cancelNotificationLocked,callingUid = %d,callingPid = %d",2
92,"cancelNotificationLocked called,tell the app,reason = %s",2
93,cancelNotificationLocked: <notificationId>|<packageName>|<userId>|<tag>|<notificationType>,1
94,"cancelNotificationLocked,remove ={packageName}",2
95,applyOptionsLocked: Unknown animationType={animationType},2
96,"Taking screenshot from Surface with crop:[Rect(%d, %d - %d, %d)], width:[%d], height:[%d], minLayer:[%d], maxLayer:[%d], inRotation:[%s], rot:[%d]",4
97,removeNotification:{notificationId}|{packageName}|{userId}|{extraInfo}|{errorCode},2
98,"updateNotificationShade: total={}, active={}",9
99,The change in focus caused us to need to do a layout begin,6
100,The change in focus caused us to need to do a layout end,6
101,"setSystemUiVisibility vis=%d mask=%s oldVal=%s newVal=%s diff=%s fullscreenStackVis=%d dockedStackVis=%d, fullscreenStackBounds=Rect(%d, %d - %d, %d), dockedStackBounds=Rect(%d, %d - %d, %d)",1
102,setLightsOn({value}),72
103,"setSystemUiVisibility vis={vis} mask={mask} oldVal={oldVal} newVal={newVal} diff={diff} fullscreenStackVis={fullscreenStackVis} dockedStackVis={dockedStackVis}, fullscreenStackBounds={fullscreenStackBounds}, dockedStackBounds={dockedStackBounds}",134
104,removeNotificationChildren,12
105,onExpandingFinished,1
106,"updateNotificationShade: total=?, active=?",4
107,"Skipping, withExcluded: {withExcluded}, tr.intent:{intent}",61
108,"getRecentTasks: num=?,flags=?,totalTasks=?",14
109,getRecentTasks: topActivity=ComponentInfo{com.tencent.mobileqq/com.tencent.mobileqq.activity.SplashActivity},8
110,"cancelNotificationWithTag pid %d,uid = %d,tag = %s,pkg =%s,id =%d",19
111,setLightsOn({}),108
112,makeExpandedInvisible: mExpandedVisible={},4
113,closeQs,12
114,instantCollapse,9
115,disable: < * >,3
116,"Releasing suspend blocker ""{blockerName}"".",11
117,*** unregister callback for {component} at {address},1
118,getTasks: caller {callerId} does not hold {permission}; limiting output,34
119,isMusicActive...,12
120,"Start dump, calling from : pid=?, uid=?",1
121,HBM brightnessIn ={brightnessLevel},56
122,setWiredDeviceConnectionState  type: {type}  state: {state},2
123,"ActivityManagerService,attachApplication,callingPid = %d",2
124,"acquire lock=?, flags=?, tag=?, name=?, ws=?, uid=?, pid=?",2
125,isBluetoothA2dpOn...,1
126,isBluetoothScoOn...,1
127,getLastAudibleStreamVolume  treamType: {},1
128,getLastAudibleStreamVolume  treamType: {streamType},7
129,getDevicesForStream  streamType: {streamType},2
130,getLastAudibleStreamVolume  treamType: %d,1
131,cleanUpApplicationRecord -- {id},6
132,"cleanUpApplicationRecordLocked, pid: {pid}, restart: {restart}",6
133,"cleanUpApplicationRecordLocked, reset pid: {pid}, euid: {euid}",6
134,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,6
135,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=0,5
136,getMode...,1
137,setSpeakerphoneOn  on: {value},1
138,setSpeakerphoneOn on:{boolean},1
139,"sending alarm Alarm{aa90550 type 3 when 509142332 PendingIntent{1749923: PendingIntentRecord{9600e20 android broadcastIntent}}},repeatInterval = 0,listenerTag =time_tick",1
140,Received {alarm_type} alarm; rescheduling,3
141,scheduleTimeTickEvent triggerAtTime = {triggerAtTime},3
142,received broadcast {intent},4
143,handleTimeUpdate,3
144,"Releasing suspend blocker ""{blocker}"".",8
145,"setSystemUiVisibility vis={vis} mask={mask} oldVal={oldVal} newVal={newVal} diff={diff} fullscreenStackVis={fullscreenStackVis} dockedStackVis={dockedStackVis}, fullscreenStackBounds=Rect({left}, {top} - {right}, {bottom}), dockedStackBounds=Rect({left}, {top} - {right}, {bottom})",47
146,Destroying surface Surface(name=PopupWindow:9b04807) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.re,5
147,Destroying surface Surface(name={name}) called by {caller},3
148,Destroying surface Surface(name=PopupWindow:d76a91d) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.re,2
149,"acquire lock=<lock>, flags=<flags>, tag=""<tag>"", name=<name>, ws=<ws>, uid=<uid>, pid=<pid>",11
150,"Acquiring suspend blocker ""{blocker}"".",8
151,Destroying surface Surface(name=PopupWindow:317e46) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.removeLocked:1554 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2739 com.android.server.wm.WindowManagerService.removeWindowInnerLocked:2702 com.android.server.wm.WindowManagerService.removeWindowLocked:2691 com.android.server.wm.WindowManagerService.rem,3
152,getRunningAppProcesses: caller %caller% does not hold %permission%; limiting output,7
153,getTasks: caller {caller_id} does not hold {permission}; limiting output,3
154,"sending alarm Alarm{type when PendingIntent{}},repeatInterval = ,listenerTag =null",1
155,Killing <PID>:<process_name>/<user_id> (adj <adj_value>): empty for <duration>s,1
156,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<value>,1
157,HBM brightnessOut ={value},3
158,"sending alarm Alarm{<alarm_id> type <type> when <timestamp> PendingIntent{<pending_intent_id>: PendingIntentRecord{<record_id> android broadcastIntent}}},repeatInterval = <repeat_interval>,listenerTag =<tag>",1
159,Unable to start service Intent { act=%s cmp=%s } U=%d: %s,1
160,unregisterAudioFocusListener...,1
161,abandonAudioFocus,1
162,"[HSM] stayAwake {boolean} uid: {number}, pid: {number}",1
163,Pid:{pid} {message},1
164,Process {processName} (pid {pid}) has died,1
165,Scheduling restart of crashed service {service_name} in {restart_time}ms,1
166,"new Process app=ProcessRecord{6eaaf00 0:%s/u0a%d}, name: %s, euid: %d",1
167,Start proc <pid>:<processName>:<userId> for service <serviceName>,1
168,"ActivityManagerService,attachApplication,callingPid = {callingPid}",2
169,Destroying surface Surface(name=InputMethod) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementInner:517 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacementLoop:291 com.android.server.wm.WindowSurfacePlacer.performSurfacePlacement:233 com.android.server.wm.WindowManagerSe,3
170,interceptKeyTq keycode=% interactive=% keyguardActive=% policyFlags=% down % canceled %,1
171,interceptKeyTq keycode=%d interactive=%b keyguardActive=%b policyFlags=%s down %b canceled %b,7
172,"setSystemUiVisibility vis=%s mask=%s oldVal=%s newVal=%s diff=%s fullscreenStackVis=%d dockedStackVis=%d, fullscreenStackBounds=Rect(%d, %d - %d, %d), dockedStackBounds=Rect(%d, %d - %d, %d)",4
173,Destroying surface Surface(name=${surfaceName}) called by ${caller},2
174,HBM brightnessIn = {value},3
175,enqueueNotificationInternal: pkg={pkg} id={id} notification=Notification(pri={pri} contentView={contentView} vibrate={vibrate} sound={sound} tick defaults={defaults} flags={flags} color={color} vis={vis}),1
176,enqueueNotificationInternal: n.getKey = %d|%s|%d|null|%d,1
177,getRingerMode...,3
178,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false",1
179,addNotification key={key}|{packageName}|{userId}|{message}|{notificationId},1
180,m{LogTemplateName}Runnable,1
181,Marking notification as seen {notification_id}|{app_package}|{user_id}|{timestamp}|{notification_type},1
182,onNotificationExpansionChanged called,2
183,START u0 {act=%s cat=%s flg=%s cmp=%s bnds=%s} from uid %d on display %d,2
184,"ActivityRecord info: ActivityInfo{<package_name>.<activity_name>}, euid: <euid>",1
185,"Application requested orientation {requested_orientation}, got rotation {got_rotation} which has compatible metrics",1
186,getRecentTasks: topActivity=ComponentInfo{com.example.android.notepad/com.example.android.notepad.NoteEditor},4
187,"ACTIVITY check resid: {packageName}, size={size}",1
188,m{1}Runnable,3
189,Destroying surface Surface(name={}) called by {}.{}.{}:{} {}:{}:{}:{} {}:{}:{}:{} {}:{}:{}:{} {}:{}:{}:{},1
190,getRunningAppProcesses: caller %callerId% does not hold %permission%; limiting output,1
191,"ACTIVITY check resid: {package}, size={size}",1
192,"setSystemUiVisibility vis=%vis% mask=%mask% oldVal=%oldVal% newVal=%newVal% diff=%diff% fullscreenStackVis=%fullscreenStackVis% dockedStackVis=%dockedStackVis%, fullscreenStackBounds=Rect(%left%, %top% - %right%, %bottom%), dockedStackBounds=Rect(%left%, %top% - %right%, %bottom%)",1
193,"Skipping, withExcluded: false, tr.intent:Intent { act=com.android.contacts.action.CHOOSE_SUB dat=tel:xxxxxxxxxxx flg=0x10808000 cmp=com.android.contacts/.ChooseSubActivity (has extras) }",1
194,"interceptKeyBeforeQueueing: key %d , result : %d",1
195,"ActivityRecord info: ActivityInfo{<activity_info>}, euid: <euid>",2
196,cancelNotificationLocked:0|{packageName}|{notificationId}|{extraInfo}|{userId},1
197,"cancelNotificationWithTag pid {pid},uid = {uid},tag = {tag},pkg ={pkg},id ={id}",1
198,getAllCellInfo is blocked by permission manager . callingPackage = {callingPackage},3
199,getCellLocation is blocked by permission manager uid:{uid} pid:{pid},1
200,setLightsOn({param1}),1
201,"sending alarm Alarm{type when PendingIntent},repeatInterval = ,listenerTag =",1
202,isWiredHeadsetOn...,1
203,"setDataSource({0}, {1}, {2})",1
204,getStreamVolume  treamType: {streamType},1
205,"updateIsPoweredLocked: wasPowered={}, mIsPowered={}, oldPlugType={}, mPlugType={}, mBatteryLevel={}",1
206,ACTION_BATTERY_CHANGED AMP: %d; Volt: %d,1
207,updateChargingLocked: charging={charging},1
208,"onReceive, action:{action}",1
209,ACTION_BATTERY_CHANGED pluggedType: %d,1
210,ApStaDisabledState what=155652,1
211,DefaultState what=155652,1
212,battery changed pluggedType: {pluggedType},1
213,RefreshBatteryInfo isBatteryLow: {batteryLevel},2
214,ChargingSpeed  Wattage: -1 ST: {} --> {},1
215,handleBatteryUpdate,1
216,cancelPeek: {boolean},3
217,"setSystemUiVisibility vis=%vis% mask=%mask% oldVal=%oldVal% newVal=%newVal% diff=%diff% fullscreenStackVis=%fullscreenStackVis% dockedStackVis=%dockedStackVis% fullscreenStackBounds=Rect(%left%, %top% - %right%, %bottom%) dockedStackBounds=Rect(%left%, %top% - %right%, %bottom%)",1
218,enqueueNotificationInternal: pkg={pkg} id={id} notification=Notification(pri={pri} contentView={contentView} vibrate={vibrate} sound={sound} tick defaults={defaults} flags={flags} color={color} category={category} vis={vis}),1
219,enqueueNotificationInternal: n.getKey = %d|%s|%d|%s|%d,1
220,"updateLightsLocked,mInCall ={mInCall},mScreenOn = {mScreenOn},ledNotification == {ledNotification}",1
221,addNotification key={}|{}|{}|{}|{},1
222,Marking notification as seen {notification_id}|{app_package}|{user_id}|{extra_info}|{notification_type},1
223,"sending alarm Alarm{<id> type <type> when <timestamp> PendingIntent{<pendingIntent>}},repeatInterval = <repeatInterval>,listenerTag =<listenerTag>",1
224,START u0 {flg=%{flg} cmp=%{component} (has extras)} from uid %{uid} on display %{display},1
225,startActivity called from non-Activity context; forcing Intent.FLAG_ACTIVITY_NEW_TASK for: Intent { flg=0x24000000 cmp=com.tencent.mm/.ui.LauncherUI (has extras) },1
226,{action} called,1
227,"Skipping, withExcluded: false, tr.intent:Intent { act=android.intent.action.VIEW dat=file:///storage/emulated/0/Tencent/QQfile_recv/b.apk typ=application/vnd.android.package-archive flg=0x10800000 cmp=com.android.packageinstaller/.PackageInstallerActivity (has extras) }",1
228,getRecentTasks: topActivity=ComponentInfo{com.tencent.mm/com.tencent.mm.ui.LauncherUI},2
